,id,주류,중분류,주류명,생산국가,생산자/제조사,포도품종,주원료,용량,도수,음용온도,추천음식,특징,당도,바디,산도,타닌,맛
1278,1279,브랜디/꼬냑,,헤네시파라디 EXTRA,프랑스,,,,700,40.0,,,"헤네시 사는 1765년, 아일랜드 출신인 리챠드 헤네시에 의해서 꼬냑으로 창업되었으며, 회사 형태로 조직된 것은 그의 아들인 제임스 대이다.리챠드가 창업한 지 꼭 100년 후인 1865년, 4대인 모리스 헤네시가 그때까지 행한 통판매에서 자기 회사의 라벨을 붙인 병 형태의 출하를 꼬냑업자로서 처음으로 채용했다. 동시에 ☆☆☆마크를 채용해서 숙성 연도를 표시했다. 그는 또한 1870년에 XO라는 표시도 고안해서 라벨에 처음으로 채용했다.헤네시 사는 현재 620ha의 자가 포도농장, 28곳의 증류소를 소유하고 있는데, 이 것만으로 전 제품을 생산할 수 없기 때문에 전속 계약한 포도 농장을 다수 가지고 있으며, 증류업자로부터 구입하는 원액의 양도 많다. 이들 원액은 리무쟝과 토론세에서 생산한 오크통에 채워 38곳의 저장고에서 숙성시키고 있으며, 동사 보유 원액의 총량은 23만통을 넘는다.VSOP는 콘트 4이상, 25년 숙성한 원액을 배합한 것으로, 헤네시 제품으로서는 순한 편으로, 모든 사람에게 맞는다.퀴베는 VSOP의 장점을 살린 고급품으로, 일본과 동남 아시아에서만 발매되고 있다.XO는 10년부터 70년간 숙성한 원액을 배합한 것으로, 고급스러우며 부드러운 숙성 향미를 가진다. 병의 디자인은 1870년 XO브랜드를 창시했을 때의 카라프형의 모양을 계승하고 있다.  EXTRA는 장기간 통 숙성한 고주를 듬뿍 배합한 것으로, 중후한 격조를 가진 꼬냑. 리샤르는 창업자인 리챠드(프랑스어로 읽으면 리샤르)의 이름을 붙인 최고급품. 19세기 초에 증류된 초고주 등 100종 이상의 비장 고주가 배합되어 있다. 병은 세계 유수의 크리스탈 메이커인 산 루이에 의한 수공예품 데칸터. 병마다 개별 번호가 새겨져있다.",,,,,
1279,1280,브랜디/꼬냑,,헤라EXTRA,프랑스,,,,700,40.0,,,독특한 도자기 디자인 모양으로 유니꼬냑사의 최고 품질의 포도로 생산된 꼬냑이다. 오랜기간 리무진 오크통에서 숙성시킨 원액 중에서 엄선하여 생산 되었으며 오랫동안 머무는 부드럽고 조화로운 향기가 특징.,,,,,
1280,1281,브랜디/꼬냑,,헤라XO  ,프랑스,,,,700,40.0,,,고풍스러우면서도 화려한 디자인이 아름다운 디켄터가 특징이며 프랑스 꼬냑지역에서 생산된 전통의 브랜디로 풍부한 오크향과 진호박색의 부드러운 프랑스꼬냑.,,,,,
1281,1282,브랜디/꼬냑,,헨리 XO ,프랑스,,,,700,40.0,,,리무진 오크통에서 숙성된 정통 꼬냑을 블랜딩하여 진한 황금색을 띄며  바닐라 향을 입안 가득히 느낄 수 있는 정통의 프랑스산 브랜디.,,,,,
1282,1283,브랜디/꼬냑,,헨리무니에vsop,프랑스,,,,700,40.0,,,풍부한 부케와 조화로운 풍미가 돋보이는 그랜드 샹파뉴 지역의 포도로 만들어진 브랜디 꼬냑입니다,,,,,
1283,1284,브랜디/꼬냑,,헬리안테XO,프랑스,,,,700,40.0,,,프랑스산 리무진 오크통에서 숙성시켜 진한 호박색과 바닐라 향의 균형이 조화된 정통 프랑스산 브랜디.,,,,,
1284,1285,브랜디/꼬냑,,헬리온스XP,프랑스,,,,700,40.0,,,프랑스산 리무진 오크통에서 숙성시켜 진한 호박색과 바닐라 향의 균형이 조화된 정통 프랑스산 브랜디.,,,,,
1285,1286,브랜디/꼬냑,,헬리온스XP,프랑스,,,,700,40.0,,,프랑스산 리무진 오크통에서 숙성시켜 진한 호박색과 바닐라 향의 균형이 조화된 정통 프랑스산 브랜디.,,,,,
1286,1287,브랜디/꼬냑,,호오스썬XO,프랑스,,,,700,40.0,,,프랑스리무진 오크통에서 장기간 숙성되어 부드럽고 화려한 맛이 나며 전통적인 방법에 비중을 두어 긴 여운과 향이 느껴진다. 말 모양의 독특한 디자인은 장식장에 잘 어울린다.,,,,,
1287,1288,브랜디/꼬냑,,황소 500,프랑스,,,,700,40.0,,,,,,,,
1288,1289,브랜디/꼬냑,,황소1500,프랑스,,,,500,40.0,,,,,,,,
1289,1290,청주,,청하,대한민국,롯데칠성음료,,,1500,13.0,,,"깔끔한 맛과 향을 자랑하는 청하는 1986년 출시 이래 차게 마시는 청주의 대명사로 오랫동안 사랑받고 있습니다. 세 번 깎은 쌀의 속살을 12~15도 사이의 저온에서 한 달간 서서히 발효시켜, 잡미, 잡향이 없으며, 냉각 여과장치를 이용해 쓴맛과 알코올 냄새를 제거해 더욱 부드러운 술입니다. 청하에 포함되어 있는 아미노산류는 요리의 풍미를 더 해주고 뒷맛을 깔끔하게 하여 음식을 참 맛을 살립니다.",,,,,
1290,1291,전통주,,순희,대한민국,보해양조,,,300,6.0,,,"노령산맥 지하 253m의 천연 암반수로 빚었으며, 16일간의 장기 저온발효 후 숙성하는 차별화된 공법을 사용해 맛과 향이 뛰어납니다. 또한 파스퇴르 공법을 적용, 막걸리 본연의 영양과 신선한 맛이 균일하게 오랫동안 유지되는 게 특징입니다.",,,,,
1291,1292,전통주,,국순당 생막걸리,대한민국,국순당,,,750,6.0,,,유산균 발효 과정에서 생기는 기분 좋은 산미와 직접 키운 건강한 효모가 만들어내는 산뜻한 향미를 더해 신선한 막걸리의 맛을 살렸습니다.,,,,,
1292,1293,전통주,,대박,대한민국,국순당,,,750,6.0,,,"3단 발효법으로 풍미는 높이고 신선함은 그대로 담아냈으며, 냉장숙성을 통해 더욱 부드러운 목넘김과 깔끔한 맛을 느낄 수 있습니다.",,,,,
1293,1294,전통주,,옛날 막걸리,대한민국,국순당,,,700,7.8,,,"누룩의 양을 3배 이상 사용하여 맛과 향이 배우 진하고 구수하며, 인공 감미료를 첨가하지 않은 막걸리입니다.",,,,,
1294,1295,전통주,,국순당 쌀막걸리,대한민국,국순당,,,750,5.8,,,"곱게 갈아낸 쌀, 직접 키운 누룩과 효모로 세번 발효하여 부드러운 막걸리의 풍미를 살렸습니다.",,,,,
1295,1296,전통주,,반하나에 반하나,대한민국,국순당,,,750,4.0,,,"쌀로 빚은 술에 바나나를 넣은 신개념 술로, 탄산의 청량감과 낮은 알코올 도수로 인해 누구나 가볍게 마시기에 좋습니다. 특히 매운 음식과 아주 잘 어울립니다.",,,,,
1296,1297,전통주,,백세주,대한민국,국순당,,,750,13.0,,,양조전용쌀 설갱미와 좋은 누룩. 엄선한 열두 가지 좋은 약재를 발효시킨 백세주 입니다.,,,,,
1297,1298,전통주,,산사춘,대한민국,배상면주가,,,375,12.0,,,"새콤한 맛과 단맛의 적절한 조화, 과실향이 은은하게 풍겨 마치 와인을 마시는 듯한 기분. 산사춘은 어떤 음식과도 잘 어울려 부담없이 즐기기 좋은 우리술인데요, 특히 고기류, 찜, 편육 등 육류와 함께 곁들이면 아주 좋습니다.",,,,,
1298,1299,위스키 ,,더 클래스,대한민국,하이트진로,,,375,40.0,,,스코틀랜드 위스키 명장과 하이트진로의 합작으로 만든 원액을 정장 스타일에 담은 정통 스카치 위스키입니다.,,,,,
1299,1300,위스키,,더 클래스 1933,대한민국,하이트진로,,,450,33.0,,,풍부한 19년산 원액과 그래인 위스키를 최적화하여 한국인의 입맛에 맞는 위스키를 개발하기 위하여 국내 최정상 연구진이 4년에 걸쳐 만들어낸 최고의 명작입니다.,,,,,
1300,1301,위스키,,더 클래스 33도,대한민국,하이트진로,,,450,33.0,,,대한민국 최고의 위스키 전문가들이 만들어 낸 한국인의 입맛에 가장 잘 맞는 국내 최초 33도 위스키입니다.,,,,,
1301,1302,위스키,,더 클래스 33도,대한민국,하이트진로,,,320,33.0,,,대한민국 최고의 위스키 전문가들이 만들어 낸 한국인의 입맛에 가장 잘 맞는 국내 최초 33도 위스키입니다.,,,,,
1302,1303,약주,,가을국화,대한민국,무학,,,450,12.5,,,"야생국화 산국의 꽃잎을 담아 국화 본연의 깊은 향을 간직함. 국내산 찹쌀, 누룩을 정성껏 빚어 부드러운 맛",,,,,
1303,1304,소주,,참이슬 fresh,대한민국,하이트진로,,,375,16.5,,,대나무 숯으로 4번 걸러 더 깨끗한 목넘김과 이슬형태의 곡선 라벨로 더욱 트렌디해진 참이슬fresh 입니다.,,,,,
1304,1305,소주,,참이슬 fresh,대한민국,하이트진로,,,200,16.5,,,대나무 숯으로 4번 걸러 더 깨끗한 목넘김과 이슬형태의 곡선 라벨로 더욱 트렌디해진 참이슬fresh 입니다.,,,,,
1305,1306,소주,,참이슬 fresh,대한민국,하이트진로,,,360,16.5,,,대나무 숯으로 4번 걸러 더 깨끗한 목넘김과 이슬형태의 곡선 라벨로 더욱 트렌디해진 참이슬fresh 입니다.,,,,,
1306,1307,소주,,참이슬 fresh,대한민국,하이트진로,,,400,16.5,,,대나무 숯으로 4번 걸러 더 깨끗한 목넘김과 이슬형태의 곡선 라벨로 더욱 트렌디해진 참이슬fresh 입니다.,,,,,
1307,1308,소주,,참이슬 fresh,대한민국,하이트진로,,,500,16.5,,,대나무 숯으로 4번 걸러 더 깨끗한 목넘김과 이슬형태의 곡선 라벨로 더욱 트렌디해진 참이슬fresh 입니다.,,,,,
1308,1309,소주,,참이슬 오리지널,대한민국,하이트진로,,,620,20.1,,,"대한민국 소주의 정통성을 지켜온 정통소주로서 대나무 숯으로 4번 걸러, 숙취 유발 물질을 깨끗하게 제거하고 레귤러 대비 높은 도수로, 깊고 진한 맛을 구현해 진짜 소주의 참맛을 아는 소비자들에게 꾸준히 사랑받는 제품입니다.",,,,,
1309,1310,소주,,참이슬 오리지널,대한민국,하이트진로,,,200,20.1,,,"대한민국 소주의 정통성을 지켜온 정통소주로서 대나무 숯으로 4번 걸러, 숙취 유발 물질을 깨끗하게 제거하고 레귤러 대비 높은 도수로, 깊고 진한 맛을 구현해 진짜 소주의 참맛을 아는 소비자들에게 꾸준히 사랑받는 제품입니다.",,,,,
1310,1311,소주,,참이슬 오리지널,대한민국,하이트진로,,,360,20.1,,,"대한민국 소주의 정통성을 지켜온 정통소주로서 대나무 숯으로 4번 걸러, 숙취 유발 물질을 깨끗하게 제거하고 레귤러 대비 높은 도수로, 깊고 진한 맛을 구현해 진짜 소주의 참맛을 아는 소비자들에게 꾸준히 사랑받는 제품입니다.",,,,,
1311,1312,소주,,진로,대한민국,하이트진로,,,640,16.0,,,진로만이 가지고 있는 No.1 헤리티지를 재해석하여 스카이 블루 색상의 병과 은색 트위스트 캡으로 복원한 소주의 원조 진로가 재탄생했습니다.,,,,,
1312,1313,소주,,진로,대한민국,하이트진로,,,160,16.0,,,진로만이 가지고 있는 No.1 헤리티지를 재해석하여 스카이 블루 색상의 병과 은색 트위스트 캡으로 복원한 소주의 원조 진로가 재탄생했습니다.,,,,,
1313,1314,소주,,진로,대한민국,하이트진로,,,360,16.0,,,진로만이 가지고 있는 No.1 헤리티지를 재해석하여 스카이 블루 색상의 병과 은색 트위스트 캡으로 복원한 소주의 원조 진로가 재탄생했습니다.,,,,,
1314,1315,소주,,진로,대한민국,하이트진로,,,400,16.0,,,진로만이 가지고 있는 No.1 헤리티지를 재해석하여 스카이 블루 색상의 병과 은색 트위스트 캡으로 복원한 소주의 원조 진로가 재탄생했습니다.,,,,,
1315,1316,소주,,진로 제로슈거,대한민국,하이트진로,,,640,16.0,,,2023년 1월 새해을 맞아 제로슈거 및 알코올 도수 16도의 진로 오리지널 레시피를 완성하여 초깔끔하고 부드러운 목넘김을 한층 강화했습니다,,,,,
1316,1317,소주,,진로 제로슈거,대한민국,하이트진로,,,160,16.0,,,2023년 1월 새해을 맞아 제로슈거 및 알코올 도수 16도의 진로 오리지널 레시피를 완성하여 초깔끔하고 부드러운 목넘김을 한층 강화했습니다,,,,,
1317,1318,소주,,진로 제로슈거,대한민국,하이트진로,,,360,16.0,,,2023년 1월 새해을 맞아 제로슈거 및 알코올 도수 16도의 진로 오리지널 레시피를 완성하여 초깔끔하고 부드러운 목넘김을 한층 강화했습니다,,,,,
1318,1319,소주,,진로 제로슈거,대한민국,하이트진로,,,400,16.0,,,2023년 1월 새해을 맞아 제로슈거 및 알코올 도수 16도의 진로 오리지널 레시피를 완성하여 초깔끔하고 부드러운 목넘김을 한층 강화했습니다,,,,,
1319,1320,소주,,진로 1924 헤리티지,대한민국,하이트진로,,,640,30.0,,,최고급 임금님표 이천쌀만을 100% 사용하였으며 정성껏 3번 증류하여 불순물과 잡미를 제거함으로써 증류식 소주 최고의 깊고 깔끔한 맛을 구현,,,,,
1320,1321,소주,,일품진로,대한민국,하이트진로,,,700,25.0,,,"증류의 처음과 마지막에 나오는 원액은 과감히 버리고 향과 풍미가 뛰어난 중간 원액만을 사용하였으며 냉동여과공법으로 영하의 온도에서 잡미, 불순물을 제거하여 깔끔하고 부드러운 목넘김과 은은한 맛을 구연하였습니다.",,,,,
1321,1322,소주,,일품진로 22년산,대한민국,하이트진로,,,375,31.0,,,최상의 향과 풍미를 품을 수 있도록 참나무통에 담아 22년의 기다림과 정성으로 마침내 탄생한 대한민국 최상급 프리미엄 소주,,,,,
1322,1323,소주,,진로 골드,대한민국,하이트진로,,,375,25.0,,,초정밀 여과처리로 깨끗한 맛! 90여년의 노하우로 블렌딩 한 정통 소주,,,,,
1323,1324,소주,,비타500에이슬,대한민국,하이트진로,,,360,12.0,,,"비타500의 상큼함, 참이슬의 깔끔함이 어우러진 비타500에이슬로 입안에서 상큼 깔끔하게 팡팡 터지는 색다르고 즐거운 음용 경험을 느껴보세요",,,,,
1324,1325,소주,,아이셔에이슬,대한민국,하이트진로,,,360,12.0,,,상큼한 레몬 맛에 강렬한 짜릿함을 더한 ‘아이셔에이슬’로 색다른 재미와 분위기를 선사합니다.,,,,,
1325,1326,소주,,메로나에이슬,대한민국,하이트진로,,,360,12.0,,,멜론의 달콤한 첫 향과 입안을 부드럽게 감싸는 풍미의 ‘메로나에이슬’로 색다르고 즐거운 음용 겸험을 느껴보세요,,,,,
1326,1327,소주,,자몽에이슬,대한민국,하이트진로,,,360,13.0,,,"여성들이 사랑하는 대표 과일 자몽과 대한민국 대표 소주 참이슬이 만나, 상큼함과 청량감은 더하고 13도의 도수로 부담은 낮췄습니다.",,,,,
1327,1328,소주,,청포도에이슬,대한민국,하이트진로,,,360,13.0,,,"달콤한 청포도가 깨끗한 이슬을 만나, 달콤함과 청량감은 한층 업그레이드 되고 13도의 도수로 부담 없이 즐길 수 있습니다.",,,,,
1328,1329,소주,,처음처럼,대한민국,롯데칠성음료,,,360,16.5,,,소주의 80%를 차지하고 있는 물은 제품의 맛과 품질을 좌우하는 중요한 요소입니다. 대관령 기슭 암반수로 만들어 술맛이 부드럽고 목 넘김이 좋은 특징을 가지고 있습니다.,,,,,
1329,1330,소주,,처음처럼,대한민국,롯데칠성음료,,,200,16.5,,,소주의 80%를 차지하고 있는 물은 제품의 맛과 품질을 좌우하는 중요한 요소입니다. 대관령 기슭 암반수로 만들어 술맛이 부드럽고 목 넘김이 좋은 특징을 가지고 있습니다.,,,,,
1330,1331,소주,,처음처럼,대한민국,롯데칠성음료,,,360,16.5,,,소주의 80%를 차지하고 있는 물은 제품의 맛과 품질을 좌우하는 중요한 요소입니다. 대관령 기슭 암반수로 만들어 술맛이 부드럽고 목 넘김이 좋은 특징을 가지고 있습니다.,,,,,
1331,1332,소주,,처음처럼,대한민국,롯데칠성음료,,,400,16.5,,,소주의 80%를 차지하고 있는 물은 제품의 맛과 품질을 좌우하는 중요한 요소입니다. 대관령 기슭 암반수로 만들어 술맛이 부드럽고 목 넘김이 좋은 특징을 가지고 있습니다.,,,,,
1332,1333,소주,,순하리 처음처럼 복숭아,대한민국,롯데칠성음료,,,640,14.0,,,,,,,,
1333,1334,소주,,순하리 처음처럼 딸기,대한민국,롯데칠성음료,,,360,14.0,,,,,,,,
1334,1335,소주,,순하리 처음처럼 사과,대한민국,롯데칠성음료,,,360,12.0,,,,,,,,
1335,1336,소주,,순하리 처음처럼 청포도,대한민국,롯데칠성음료,,,360,12.0,,,,,,,,
1336,1337,소주,,순하리 처음처럼 소다,대한민국,롯데칠성음료,,,360,12.0,,,,,,,,
1337,1338,소주,,처음처럼 순,대한민국,롯데칠성음료,,,360,16.0,,,소주의 80%를 차지하고 있는 물은 제품의 맛과 품질을 좌우하는 중요한 요소입니다. 대관령 기슭 암반수로 만들어 술맛이 부드럽고 목 넘김이 좋은 특징을 가지고 있습니다.,,,,,
1338,1339,소주,,처음처럼 진,대한민국,롯데칠성음료,,,360,20.0,,,소주의 80%를 차지하고 있는 물은 제품의 맛과 품질을 좌우하는 중요한 요소입니다. 대관령 기슭 암반수로 만들어 술맛이 부드럽고 목 넘김이 좋은 특징을 가지고 있습니다.,,,,,
1339,1340,소주,,좋은데이,대한민국,무학,,,360,16.5,,,72시간 산소숙성 부드러운 맛. 깔끔한 과당제로 소주. 히말라야핑크솔트로 감칠맛 UP. 100당 90kcal로 부담없이.,,,,,
1340,1341,소주,,좋은데이,대한민국,무학,,,360,16.5,,,72시간 산소숙성 부드러운 맛. 깔끔한 과당제로 소주. 히말라야핑크솔트로 감칠맛 UP. 100당 90kcal로 부담없이.,,,,,
1341,1342,소주,,좋은데이,대한민국,무학,,,450,16.5,,,72시간 산소숙성 부드러운 맛. 깔끔한 과당제로 소주. 히말라야핑크솔트로 감칠맛 UP. 100당 90kcal로 부담없이.,,,,,
1342,1343,소주,,화이트,대한민국,무학,,,640,19.0,,,부드러운 목넘김과 상쾌한 아침을 드리는 자연소주 입니다.,,,,,
